date,ticker,returns
2024-01-02,^FCHI,
2024-01-03,^FCHI,-0.015801648438608873
2024-01-04,^FCHI,0.005230808494278039
2024-01-05,^FCHI,-0.0040184443298300065
2024-01-08,^FCHI,0.003982148991815926
2024-01-09,^FCHI,-0.0031703832956309075
2024-01-10,^FCHI,-7.271666706776259e-05
2024-01-11,^FCHI,-0.005179039349547443
2024-01-12,^FCHI,0.010493233044143402
2024-01-15,^FCHI,-0.007161280291919314
2024-01-16,^FCHI,-0.0018457590528463408
2024-01-17,^FCHI,-0.010720472910752954
2024-01-18,^FCHI,0.01129439242703012
2024-01-19,^FCHI,-0.004014127226181108
2024-01-22,^FCHI,0.005644586891048631
2024-01-23,^FCHI,-0.003400662454051906
2024-01-24,^FCHI,0.009149936559470495
2024-01-25,^FCHI,0.0011481319426338565
2024-01-26,^FCHI,0.022767334337170153
2024-01-29,^FCHI,0.0008736965467688318
2024-01-30,^FCHI,0.004797941051913446
2024-01-31,^FCHI,-0.0026988336345075137
2024-02-01,^FCHI,-0.008881052665948297
2024-02-02,^FCHI,0.0004624958820622638
2024-02-05,^FCHI,-0.00030291438366114587
2024-02-06,^FCHI,0.006457248016917827
2024-02-07,^FCHI,-0.0036275110963129853
2024-02-08,^FCHI,0.007143379527401406
2024-02-09,^FCHI,-0.0023624755640569983
2024-02-12,^FCHI,0.005528561553061584
2024-02-13,^FCHI,-0.008386401171905478
2024-02-14,^FCHI,0.006824645642291127
2024-02-15,^FCHI,0.0086058110387488
2024-02-16,^FCHI,0.0031975863579738473
2024-02-19,^FCHI,4.7582432163739696e-05
2024-02-20,^FCHI,0.003433125979337426
2024-02-21,^FCHI,0.002164099081399584
2024-02-22,^FCHI,0.012737981244015373
2024-02-23,^FCHI,0.006961939107781312
2024-02-26,^FCHI,-0.004626814526150547
2024-02-27,^FCHI,0.0023430643491109127
2024-02-28,^FCHI,0.000753640285918955
2024-02-29,^FCHI,-0.003389318410854436
2024-03-01,^FCHI,0.0008501804423759474
2024-03-04,^FCHI,0.0028030952946549448
2024-03-05,^FCHI,-0.0029649466993251217
2024-03-06,^FCHI,0.002763255770580786
2024-03-07,^FCHI,0.0077287225801636605
2024-03-08,^FCHI,0.0014707119397019408
2024-03-11,^FCHI,-0.0010313621181308186
2024-03-12,^FCHI,0.008447915349394375
2024-03-13,^FCHI,0.006194772386113101
2024-03-14,^FCHI,0.002929598667063882
2024-03-15,^FCHI,0.000359027694849523
2024-03-18,^FCHI,-0.0019854563735762776
2024-03-19,^FCHI,0.0064934656352211295
2024-03-20,^FCHI,-0.004833484661298293
2024-03-21,^FCHI,0.002243492024442295
2024-03-22,^FCHI,-0.0033986850697289572
2024-03-25,^FCHI,-3.923299318631113e-05
2024-03-26,^FCHI,0.004066674265986281
2024-03-27,^FCHI,0.0024508470402273552
2024-03-28,^FCHI,0.00012187973303090516
2024-04-02,^FCHI,-0.009232454759745878
2024-04-03,^FCHI,0.0028511726666033965
2024-04-04,^FCHI,-0.0002060748666816714
2024-04-05,^FCHI,-0.011070256363011843
2024-04-08,^FCHI,0.007193588346342095
2024-04-09,^FCHI,-0.008637429889214343
2024-04-10,^FCHI,-0.0004708608588569474
2024-04-11,^FCHI,-0.0026896987777704773
2024-04-12,^FCHI,-0.0016089947920659986
2024-04-15,^FCHI,0.004279180162597207
2024-04-16,^FCHI,-0.013983649932919118
2024-04-17,^FCHI,0.006164415392480027
2024-04-18,^FCHI,0.00523083993204021
2024-04-19,^FCHI,-0.00010589329023602545
2024-04-22,^FCHI,0.002237445690465689
2024-04-23,^FCHI,0.008136442023417345
2024-04-24,^FCHI,-0.0017172834994223507
2024-04-25,^FCHI,-0.009294520939343354
2024-04-26,^FCHI,0.008930205622465825
2024-04-29,^FCHI,-0.0028548029437993616
2024-04-30,^FCHI,-0.009946464422091905
2024-05-02,^FCHI,-0.008801614026715532
2024-05-03,^FCHI,0.005422845281165323
2024-05-06,^FCHI,0.004909829679544897
2024-05-07,^FCHI,0.009884156059438709
2024-05-08,^FCHI,0.006900964284826783
2024-05-09,^FCHI,0.006916358296171099
2024-05-10,^FCHI,0.003846005443483458
2024-05-13,^FCHI,-0.0011995629009509123
2024-05-14,^FCHI,0.0020122995804456867
2024-05-15,^FCHI,0.0017251124540391682
2024-05-16,^FCHI,-0.006250007407187952
2024-05-17,^FCHI,-0.0025633827206490434
2024-05-20,^FCHI,0.0034857332797673113
2024-05-21,^FCHI,-0.0066508012405582795
2024-05-22,^FCHI,-0.00606157837697785
2024-05-23,^FCHI,0.0012629851814203175
2024-05-24,^FCHI,-0.0009083637929193644
2024-05-27,^FCHI,0.00463497931869461
2024-05-28,^FCHI,-0.009184201583396057
2024-05-29,^FCHI,-0.015236171474479976
2024-05-30,^FCHI,0.005479498079526524
2024-05-31,^FCHI,0.001799878922799758
2024-06-03,^FCHI,0.0006443120266244051
2024-06-04,^FCHI,-0.00751687505666232
2024-06-05,^FCHI,0.008650892896082452
2024-06-06,^FCHI,0.0041903453920135725
2024-06-07,^FCHI,-0.004766136816548583
2024-06-10,^FCHI,-0.01347444660582342
2024-06-11,^FCHI,-0.013272141529427683
2024-06-12,^FCHI,0.009691641996246059
2024-06-13,^FCHI,-0.019921951490869838
2024-06-14,^FCHI,-0.026563241854741793
2024-06-17,^FCHI,0.009102671836374476
2024-06-18,^FCHI,0.0075585356534244585
2024-06-19,^FCHI,-0.007681366777903098
2024-06-20,^FCHI,0.013360234317201458
2024-06-21,^FCHI,-0.005575299804517986
2024-06-24,^FCHI,0.010266709790261563
2024-06-25,^FCHI,-0.005785774967623225
2024-06-26,^FCHI,-0.006936546950464528
2024-06-27,^FCHI,-0.010307286425759954
2024-06-28,^FCHI,-0.00681479473886748
2024-07-01,^FCHI,0.010927344644740655
2024-07-02,^FCHI,-0.003020691894463856
2024-07-03,^FCHI,0.012441818844391994
2024-07-04,^FCHI,0.008346310098845233
2024-07-05,^FCHI,-0.0026195744332022652
2024-07-08,^FCHI,-0.006275704260967352
2024-07-09,^FCHI,-0.015574017007086272
2024-07-10,^FCHI,0.00864197434524816
2024-07-11,^FCHI,0.007074632042670004
2024-07-12,^FCHI,0.01274266242997446
2024-07-15,^FCHI,-0.011859926228587447
2024-07-16,^FCHI,-0.006901896711764888
2024-07-17,^FCHI,-0.0012163179860525952
2024-07-18,^FCHI,0.002079004224374126
2024-07-19,^FCHI,-0.006858161680307173
2024-07-22,^FCHI,0.011613214879405698
2024-07-23,^FCHI,-0.003068758237162017
2024-07-24,^FCHI,-0.011173054044359643
2024-07-25,^FCHI,-0.011540201892122126
2024-07-26,^FCHI,0.012206801114253985
2024-07-29,^FCHI,-0.009822223119990148
2024-07-30,^FCHI,0.0041779643717565484
2024-07-31,^FCHI,0.00756531736870536
2024-08-01,^FCHI,-0.021382227693463096
2024-08-02,^FCHI,-0.016098119854396353
2024-08-05,^FCHI,-0.014177110935418402
2024-08-06,^FCHI,-0.002650751321687461
2024-08-07,^FCHI,0.01906998078798705
2024-08-08,^FCHI,-0.0025543002158219252
2024-08-09,^FCHI,0.003071392700207509
2024-08-12,^FCHI,-0.002619091980946786
2024-08-13,^FCHI,0.0034755678556641634
2024-08-14,^FCHI,0.007901425557053976
2024-08-15,^FCHI,0.012274081128479608
2024-08-16,^FCHI,0.003546917061839183
2024-08-19,^FCHI,0.004626995135212253
2024-08-20,^FCHI,0.00020844777844897244
2024-08-21,^FCHI,0.005208608175385709
2024-08-22,^FCHI,-8.111285802969714e-05
2024-08-23,^FCHI,0.007034742546697448
2024-08-26,^FCHI,0.001759272493780939
2024-08-27,^FCHI,-0.003239674963354977
2024-08-28,^FCHI,0.0015715679092429546
2024-08-29,^FCHI,0.008350888081681163
2024-08-30,^FCHI,-0.0013087377543874457
2024-09-02,^FCHI,0.00202723463874821
2024-09-03,^FCHI,-0.009327217828400625
2024-09-04,^FCHI,-0.009785993829366846
2024-09-05,^FCHI,-0.009200177034390133
2024-09-06,^FCHI,-0.010718593300918622
