Date,Ticker,Close,High,Low,Open,Volume,Daily Return
2024-01-02,CAC.PA,72.13079071044922,72.87851577689754,71.64525764706855,72.68429810635732,66044,
2024-01-03,CAC.PA,70.95580291748047,72.14050479974185,70.68390558226902,72.06281773006808,51454,-0.01628968407798881
2024-01-04,CAC.PA,71.35394287109375,71.46075333000601,70.96551493530187,71.1694379346471,20008,0.0056110978558907565
2024-01-05,CAC.PA,71.07233428955078,71.26654455718587,70.4411398067665,70.75188068017074,27640,-0.00394664359405783
2024-01-08,CAC.PA,71.26654815673828,71.33452249470851,70.69362265222449,71.02378160560927,133561,0.0027326226038428825
2024-01-09,CAC.PA,71.09175109863281,71.37336116778822,70.83927182824405,71.37336116778822,20472,-0.002452722386961037
2024-01-10,CAC.PA,71.05290985107422,71.31510186570672,70.90724844390583,71.033491787487,23441,-0.0005463537887075987
2024-01-11,CAC.PA,70.70332336425781,71.5869971088284,70.66447982957537,71.4413357059309,28924,-0.004920086841610494
2024-01-12,CAC.PA,71.43162536621094,71.58699951015262,70.9558050155217,70.9558050155217,58825,0.010300817094565318
2024-01-15,CAC.PA,70.94609069824219,71.34423137673447,70.84898556476622,71.27625704243661,37756,-0.006797194736638645
2024-01-16,CAC.PA,70.81985473632812,70.8489855354942,70.22750379112864,70.33432166050211,19523,-0.0017793223089765942
2024-01-17,CAC.PA,70.13040161132812,70.13040161132812,69.75168638892548,70.0138710011092,59122,-0.009735308375976248
2024-01-18,CAC.PA,70.93638610839844,70.95580417183679,70.26634808574906,70.34403515679617,39263,0.011492654805218105
2024-01-19,CAC.PA,70.58679962158203,71.37336081902477,70.4605562826812,71.33451728464348,41766,-0.004928168828366886
2024-01-22,CAC.PA,70.96551513671875,71.32480486621249,70.79072293554864,71.19856893539668,20857,0.0053652455865265125
2024-01-23,CAC.PA,70.7130355834961,71.16943785187222,70.62564318758406,71.16943785187222,12968,-0.0035577780663783587
2024-01-24,CAC.PA,71.39278411865234,71.45105312882171,70.98493809070276,70.98493809070276,47457,0.009612775488242464
2024-01-25,CAC.PA,71.48017883300781,71.52873510324567,71.00435850099286,71.28596856934973,20339,0.0012241393221228414
2024-01-26,CAC.PA,73.111572265625,73.20867740014823,72.31529830869951,72.41240344322274,70306,0.022823018342307932
2024-01-29,CAC.PA,73.17955017089844,73.28636804667943,72.96591441933647,73.17955017089844,17404,0.000929783113218674
2024-01-30,CAC.PA,73.56797790527344,73.61652677042754,73.22810621460586,73.30578588058187,112235,0.005307872670273328
2024-01-31,CAC.PA,73.32521057128906,73.80103093314736,73.32521057128906,73.70392579522792,40494,-0.0032999049436558403
2024-02-01,CAC.PA,72.67459106445312,72.9950446894659,72.53864238874719,72.75227813875571,16217,-0.00887306700883439
2024-02-02,CAC.PA,72.71343231201172,73.21839087043126,72.70372698451487,72.94649352758087,25355,0.0005344542981211564
2024-02-05,CAC.PA,72.71343231201172,72.8590937195807,72.3832733695925,72.77170132022748,110378,0.0
2024-02-06,CAC.PA,73.18926239013672,73.21839319084434,72.7425728257766,73.0824445151107,15352,0.006543908917450381
2024-02-07,CAC.PA,72.98533630371094,73.3154952426931,72.93678003214445,73.24752090768814,39885,-0.0027862842139158017
2024-02-08,CAC.PA,73.4611587524414,73.61652549033903,72.89793858418749,73.07273079472674,18129,0.006519425309632787
2024-02-09,CAC.PA,73.27664947509766,73.48057247390088,73.024170206207,73.33491107228525,8033,-0.002511657595349548
2024-02-12,CAC.PA,73.6942138671875,73.70392660368013,73.45144731540242,73.52913439004898,14456,0.005698464587027052
2024-02-13,CAC.PA,73.05331420898438,73.61652697998797,72.80083492006379,73.58739617908314,188007,-0.008696743266142448
2024-02-14,CAC.PA,73.57768249511719,73.58739523150948,73.00475699497372,73.02417505911114,28138,0.0071778849708685755
2024-02-15,CAC.PA,74.21858978271484,74.27685138380674,74.01466677024605,74.01466677024605,13657,0.008710620746177788
2024-02-16,CAC.PA,74.41279602050781,74.72353689054637,74.30597815187143,74.5390393608854,9550,0.002616679168407021
2024-02-19,CAC.PA,74.39337921142578,74.46135354637231,74.0535075366931,74.23800506946407,61536,-0.00026093373882474236
2024-02-20,CAC.PA,74.71383666992188,74.80122907279022,74.32540870366341,74.48077544497846,199936,0.004307607234581345
2024-02-21,CAC.PA,74.85948944091797,74.93717651461873,74.63614836483721,74.78180977586435,15973,0.001949475190781147
2024-02-22,CAC.PA,75.7820053100586,75.859692382261,75.24791594947574,75.60721310192666,17953,0.012323298970248864
2024-02-23,CAC.PA,76.30638122558594,76.42290442416011,75.73344833422429,75.85969167754219,18323,0.006919530743240143
2024-02-26,CAC.PA,75.98593139648438,76.15101087511705,75.93737512222899,76.12188007402273,14020,-0.004199515478976901
2024-02-27,CAC.PA,76.1995620727539,76.2384056078409,75.84026492968431,75.96650827087873,12459,0.0028114503875045216
2024-02-28,CAC.PA,76.18984985351562,76.24811145221783,76.01505764876215,76.16071905416452,10158,-0.00012745767789335005
2024-02-29,CAC.PA,75.99564361572266,76.44233318297171,75.99564361572266,76.39377690904686,13934,-0.0025489778253449114
2024-03-01,CAC.PA,75.9762191772461,76.27725474411422,75.71403455696465,76.27725474411422,10670,-0.0002555993679688173
2024-03-04,CAC.PA,76.18984985351562,76.18984985351562,75.8402654440087,75.95679605005995,18613,0.002811809781836372
2024-03-05,CAC.PA,76.01506042480469,76.30638324624842,75.93737335126676,76.11216556240356,25825,-0.002294130111123671
2024-03-06,CAC.PA,76.21897888183594,76.32579674940585,75.86939448045199,75.86939448045199,17662,0.002682605997964993
2024-03-07,CAC.PA,76.80162048339844,76.91815109190402,75.74316190523228,75.8985360499064,24983,0.007644311300283757
2024-03-08,CAC.PA,76.93757629394531,77.10265576559621,76.7142278139229,76.80162021350974,26286,0.0017702205980960617
2024-03-11,CAC.PA,76.83075714111328,76.83075714111328,76.52001626668464,76.53943433005342,20418,-0.001388387287167947
2024-03-12,CAC.PA,77.51050567626953,77.54934921425365,76.71423166921346,77.1609212430598,27488,0.008847349166529295
2024-03-13,CAC.PA,78.01544952392578,78.13198012693114,77.5104983948625,77.62702899786785,37788,0.006514521396173034
2024-03-14,CAC.PA,77.97661590576172,78.6563592568685,77.89892883459326,78.2679313096731,256313,-0.0004977683061628824
2024-03-15,CAC.PA,78.10285186767578,78.53012335060721,77.99603399694293,77.99603399694293,46771,0.0016188951065359003
2024-03-18,CAC.PA,77.94747924804688,78.25822013025478,77.79211251126644,78.19995853004299,32628,-0.0019893334995262357
2024-03-19,CAC.PA,78.53983306884766,78.56897127866033,77.87950774405897,77.94748208299396,340748,0.007599396754265353
2024-03-20,CAC.PA,78.2485122680664,78.29706113045465,77.87950238895246,77.90864059676156,16093,-0.003709210847518296
2024-03-21,CAC.PA,78.42330932617188,78.87971163102452,78.05429942421583,78.87971163102452,28022,0.0022338706901754435
2024-03-22,CAC.PA,78.11256408691406,78.39417416165136,77.95718994554996,78.17082568560218,14974,-0.003962409160335079
2024-03-25,CAC.PA,78.17082977294922,78.29706571292297,77.665878604407,78.1514117085868,16409,0.0007459195164856158
2024-03-26,CAC.PA,78.50098419189453,78.50098419189453,78.01545111576857,78.24851232653472,12610,0.0042234989689153846
2024-03-27,CAC.PA,78.61751556396484,78.86999484043365,78.33590548802788,78.46214883058572,24208,0.0014844574659784726
2024-03-28,CAC.PA,78.62722778320312,79.04478652634488,78.62722778320312,78.79230725153556,21836,0.00012353760060479502
2024-04-02,CAC.PA,77.7435531616211,79.03507291194308,77.68529156371527,78.65635770826171,62038,-0.011238786442001603
2024-04-03,CAC.PA,78.01544952392578,78.1222673911857,77.67557785930178,77.81152652515138,13908,0.0034973493138323875
2024-04-04,CAC.PA,78.0542984008789,78.37475202459291,77.869800860967,78.08343661010966,64757,0.0004979638929236696
2024-04-05,CAC.PA,77.11236572265625,77.14149652146867,76.53943284764091,77.04438398056503,25104,-0.012067659277199438
2024-04-08,CAC.PA,77.7047119140625,77.92806039368708,77.15120449172424,77.18034270018158,12897,0.00768159796233836
2024-04-09,CAC.PA,77.02497100830078,77.53963491105972,76.9084403967027,77.40368623518556,5644,-0.008747743721300716
2024-04-10,CAC.PA,76.96670532226562,77.50078726095737,76.32579810545938,77.39396939148966,13740,-0.0007564519047839058
2024-04-11,CAC.PA,76.733642578125,77.41339331648625,76.30637851743867,77.08322697873442,9912,-0.0030280982298095394
2024-04-12,CAC.PA,76.61712646484375,77.64645429030095,76.35493443583088,77.50079287514352,23617,-0.0015184488754410586
2024-04-15,CAC.PA,76.92786407470703,77.68529451080384,76.76278460194686,77.14149981999526,17324,0.004055719970206262
