"date","ticker","returns","pred_daily"
2024-01-02,"TSLA",-0.00663787587971854,NA
2024-01-03,"TSLA",-0.0266552371622173,NA
2024-01-04,"TSLA",-0.00551724137931031,NA
2024-01-05,"TSLA",0.00265979903740599,NA
2024-01-08,"TSLA",0.0182518844753112,NA
2024-01-09,"TSLA",-0.013229179790853,NA
2024-01-10,"TSLA",-0.0049340706082518,NA
2024-01-11,"TSLA",-0.014529210218155,NA
2024-01-12,"TSLA",-0.00540712468193394,NA
2024-01-16,"TSLA",0.0223616922361691,NA
2024-01-17,"TSLA",0.00321139346551247,NA
2024-01-18,"TSLA",-0.0230542235337514,NA
2024-01-19,"TSLA",0.0104766893661603,NA
2024-01-22,"TSLA",-0.016300763214925,NA
2024-01-23,"TSLA",-0.0102224325603408,NA
2024-01-24,"TSLA",-0.0191145931659429,NA
2024-01-25,"TSLA",-0.0372693726937269,NA
2024-01-26,"TSLA",-0.0121293800539084,481257.920740625
2024-01-29,"TSLA",0.0285514194903842,485276.187333333
2024-01-30,"TSLA",-0.0191470844212359,484437.6747692
2024-01-31,"TSLA",0.00157758228829641,482474.5928205
2024-02-01,"TSLA",0.00190981432360759,484034.339160667
2024-02-02,"TSLA",0.0155101599654128,481665.51461525
2024-02-05,"TSLA",-0.0173667643547161,482284.283682333
2024-02-06,"TSLA",0.0445234467580835,479968.981481
2024-02-07,"TSLA",-0.00318843660325219,477220.985048867
2024-02-08,"TSLA",0.00296296296296306,468916.00564725
2024-02-09,"TSLA",0.0178252182143233,468325.9358975
2024-02-12,"TSLA",-0.0207172973817085,468483.038462
2024-02-13,"TSLA",0.000163052339801073,468652.709231
2024-02-14,"TSLA",0.0184025903939558,468754.5116924
2024-02-15,"TSLA",0.0596849228166632,468718.9616267
2024-02-16,"TSLA",-0.0104424428387608,470502.928571
2024-02-20,"TSLA",-0.0120838219548259,464183.792683
2024-02-21,"TSLA",0.00729209764170458,464893.122428
2024-02-22,"TSLA",0.0175773195876288,465159.078947
2024-02-23,"TSLA",-0.0171010188930418,466136.240858333
2024-02-26,"TSLA",0.0369754017369599,464742.983871
2024-02-27,"TSLA",-0.0211233091550677,464852.029477333
2024-02-28,"TSLA",0.00808302564614305,460056.4884238
2024-02-29,"TSLA",-0.0112645704770301,403077.9362745
2024-03-01,"TSLA",0.0105725114701773,392156.372549
2024-03-04,"TSLA",-0.0532883812207518,443622.810023
2024-03-05,"TSLA",-0.0126195028680689,400329.845308806
2024-03-06,"TSLA",-0.0191677315406412,422798.11111125
2024-03-07,"TSLA",0.0246630341267566,422916.166667
2024-03-08,"TSLA",-0.0339393939393939,422916.166667
2024-03-11,"TSLA",0.0132520163014052,423079.105579528
2024-03-12,"TSLA",-0.00129380660403899,421732.581733222
2024-03-13,"TSLA",-0.0206298757584514,421721.95963875
2024-03-14,"TSLA",-0.0314120522143411,423260.110274278
2024-03-15,"TSLA",0.00251287080166707,423408.590909143
2024-03-18,"TSLA",0.0222326785084108,421668.303418667
2024-03-19,"TSLA",-0.00603388257136239,422793.875645
2024-03-20,"TSLA",0.0153757225433526,424897.8872725
2024-03-21,"TSLA",-0.0202392425874482,437323.971276259
2024-03-22,"TSLA",0.0248365228867959,435265.100628929
2024-03-25,"TSLA",0.0229319744015171,432018.605468021
2024-03-26,"TSLA",-0.00509575540374074,431438.827484437
2024-03-27,"TSLA",-0.00870955294636455,417978.949428905
2024-03-28,"TSLA",-0.00935474781628631,428357.922947556
2024-04-01,"TSLA",-0.00539251858999823,452025.970531
2024-04-02,"TSLA",0.011411229135053,454853.97537786
2024-04-03,"TSLA",0.0265821241312034,450088.897938667
2024-04-04,"TSLA",0.00611512906450296,449965.536567813
2024-04-05,"TSLA",-0.0247220250768867,450524.558275333
2024-04-08,"TSLA",0.021495216723751,449425.9507425
2024-04-09,"TSLA",0.0229599213463652,448868.752092778
2024-04-10,"TSLA",-0.0073971336107258,447929.001054333
2024-04-11,"TSLA",0.0118806143146912,448134.567722714
2024-04-12,"TSLA",-0.00748520366716954,443377.396825286
2024-04-15,"TSLA",-0.0514567669172934,446346.6880186
2024-04-16,"TSLA",0.00234780722461125,439363.919649952
2024-04-17,"TSLA",-0.0138924130931236,432822.516297722
2024-04-18,"TSLA",-0.0087272727272727,432536.416063444
2024-04-19,"TSLA",-0.0128885010404779,430192.721552792
2024-04-22,"TSLA",0.0106004553215708,435882.443038125
2024-04-23,"TSLA",0.00941882369357416,435981.485326417
2024-04-24,"TSLA",-0.00436010808155252,438758.845220357
2024-04-25,"TSLA",0.0705837946653245,434598.096770625
2024-04-26,"TSLA",-0.00331655315368673,428687.215242
2024-04-29,"TSLA",0.0298800551958391,396924.929435595
2024-04-30,"TSLA",-0.0197882126430634,388142.02038125
2024-05-01,"TSLA",-0.011043956043956,396505.173499429
2024-05-02,"TSLA",-0.0155856939735318,385687.604383643
2024-05-03,"TSLA",-0.00499725425590336,394958.764481333
2024-05-06,"TSLA",0.00522306855277455,386545.372925042
2024-05-07,"TSLA",-0.0251644736842106,383184.963886167
2024-05-08,"TSLA",0.0182411562445364,395977.247487786
