"date","ticker","returns","pred_daily"
2024-05-09,"TSLA",-0.0173704359750871,396117.026636371
2024-05-10,"TSLA",-0.0264663392083213,387882.916096375
2024-05-13,"TSLA",0.0111176470588235,386993.113598929
2024-05-14,"TSLA",0.0175024169622324,372321.936690857
2024-05-15,"TSLA",-0.0328515842134519,387013.547666762
2024-05-16,"TSLA",0.00425043078690424,375587.652126
2024-05-17,"TSLA",0.0225295303946988,371301.01316981
2024-05-20,"TSLA",-0.014699256589322,371131.460500286
2024-05-21,"TSLA",0.0631872827759101,385766.623326857
2024-05-22,"TSLA",-0.0149849603500136,370697.578921286
2024-05-23,"TSLA",-0.0443344334433443,384391.385231571
2024-05-24,"TSLA",0.0251951840306575,373499.516508
2024-05-28,"TSLA",0.00198412698412698,367241.704609625
2024-05-29,"TSLA",0.011481715368276,380870.708745
2024-05-30,"TSLA",0.0012039759204816,367310.894678875
2024-05-31,"TSLA",-0.00235294117647056,369286.965350917
2024-06-03,"TSLA",-0.0103295346095549,337603.750241095
2024-06-04,"TSLA",-2.86082105563912e-05,351337.379187933
2024-06-05,"TSLA",-0.00199600798403188,333655.954578071
2024-06-06,"TSLA",0.0191294387170675,333647.182648286
2024-06-07,"TSLA",0.00766479305058754,343437.750095042
2024-06-10,"TSLA",-0.0128933318186982,344238.638133479
2024-06-11,"TSLA",-0.0187442502299907,344072.73088575
2024-06-12,"TSLA",0.0360565684899485,365588.83964775
2024-06-13,"TSLA",-0.0314241732576038,352786.781746111
2024-06-14,"TSLA",-0.0419268030139937,355973.179456333
2024-06-17,"TSLA",0.0535071942446044,335983.492570125
2024-06-18,"TSLA",-0.0091123499142366,351693.030839929
2024-06-20,"TSLA",-0.0168399393545593,417236.168497444
2024-06-21,"TSLA",0.00389467910038377,409193.245881438
2024-06-24,"TSLA",-0.0129210142185219,407129.781949952
2024-06-25,"TSLA",0.015997830802603,410988.097004381
2024-06-26,"TSLA",0.0526964726064116,410051.307733771
2024-06-27,"TSLA",0.0115284111287595,413308.054104975
2024-06-28,"TSLA",-0.00836882986720133,417486.4796993
2024-07-01,"TSLA",0.0439757238085763,406933.6703462
2024-07-02,"TSLA",0.0565124034903377,406820.5499998
2024-07-03,"TSLA",0.0504348567530695,446921.2102754
2024-07-05,"TSLA",0.00684520235378883,451760.5125314
2024-07-08,"TSLA",0.0211133987323886,452270.245614
2024-07-09,"TSLA",0.0451394422310756,452132.6929824
2024-07-10,"TSLA",0.00175038051750365,452732.6929824
2024-07-11,"TSLA",-0.0845803266236232,453032.6929824
2024-07-12,"TSLA",0.0527141645462255,453032.6929824
2024-07-15,"TSLA",-0.0130093370316835,451290.991228
2024-07-16,"TSLA",0.00489600877364782,451232.6929824
2024-07-17,"TSLA",-0.0167372294543584,450790.991228
2024-07-18,"TSLA",-0.00740770241745992,450632.6929824
2024-07-19,"TSLA",-0.034666451430647,450632.6929824
2024-07-22,"TSLA",0.0298923058023832,450287.321554
2024-07-23,"TSLA",-0.0284700315457413,450191.3850458
2024-07-24,"TSLA",-0.0418330228018808,450692.3950428
2024-07-25,"TSLA",0.0159132841328413,450524.506154
2024-07-26,"TSLA",-0.00628419006284187,450464.066154
2024-07-29,"TSLA",0.0320142285460203,450464.066154
2024-07-30,"TSLA",-0.0414639397201292,450464.066154
2024-07-31,"TSLA",0.0182974989030276,450882.4076925
2024-08-01,"TSLA",-0.04756467126356,450464.066154
2024-08-02,"TSLA",-0.033553611317945,450464.066154
2024-08-05,"TSLA",0.0737501349746248,450882.4076925
2024-08-06,"TSLA",-0.000547945205479516,450464.066154
2024-08-07,"TSLA",-0.0448772226926335,450455.0279605
2024-08-08,"TSLA",0.0160449667858968,450919.9201682
2024-08-09,"TSLA",0.0149708195889369,451462.8198174
2024-08-12,"TSLA",-0.00768766958094669,453023.9931506
2024-08-13,"TSLA",0.0471607799667457,452764.808219
2024-08-14,"TSLA",-0.028979217898645,453196.783105
2024-08-15,"TSLA",0.0444834650278021,453023.9931506
2024-08-16,"TSLA",0.0235377693582761,451946.539627
2024-08-19,"TSLA",0.0260284700787765,451247.5469358
2024-08-20,"TSLA",-0.0168089647812166,422499.5096155
2024-08-21,"TSLA",0.00269457044056232,428121.5236074
2024-08-22,"TSLA",-0.0587972477884013,427829.7464192
2024-08-23,"TSLA",0.027348394768133,427691.8153848
2024-08-26,"TSLA",-0.0253257142857143,451310.240741
2024-08-27,"TSLA",-0.0189449003516998,451381.4259262
2024-08-28,"TSLA",-0.018930001907305,451260.9309765
2024-08-29,"TSLA",-0.0167778836987608,451108.6986532
2024-08-30,"TSLA",0.0262665963667739,451082.9680135
2024-09-03,"TSLA",-0.0216482393384744,451108.6986532
2024-09-04,"TSLA",0.0418823305949949,451534.1809268
2024-09-05,"TSLA",0.0298894805136694,451421.0624806
2024-09-06,"TSLA",-0.09402407566638,451387.165521
2024-09-09,"TSLA",0.000323774283071288,426900.9496905
2024-09-10,"TSLA",0.0277184532194301,431994.343963
2024-09-11,"TSLA",0.0159429971053218,453640.710338
2024-09-12,"TSLA",0.0229235288880976,454062.0349672
2024-09-13,"TSLA",0.0100438596491228,453688.4653844
2024-09-16,"TSLA",-0.010989969472307,453766.666253
2024-09-17,"TSLA",-0.00688603181521019,453665.9669526
2024-09-18,"TSLA",-0.0125603024903299,453456.3696532
2024-09-19,"TSLA",0.0423931623931624,453597.34760825
2024-09-20,"TSLA",-0.0135392514077509,458439.559325167
2024-09-23,"TSLA",0.0304604097110588,460987.6451878
2024-09-24,"TSLA",0.000747795969773257,458534.5976316
2024-09-25,"TSLA",0.0177397639977825,457531.3890754
2024-09-26,"TSLA",-0.0244819646968535,457379.6904758
2024-09-27,"TSLA",0.0119864011656143,457847.893241
2024-09-30,"TSLA",0.00999845583693637,469406.723601
2024-10-01,"TSLA",-0.0177028210301901,471537.961538
2024-10-02,"TSLA",0.00593819430418097,476153.346154
2024-10-03,"TSLA",-0.015625,477058.323529
2024-10-04,"TSLA",0.013741943329685,477878.287879
2024-10-07,"TSLA",-0.0328112449799196,478965.017241
2024-10-08,"TSLA",0.00385941862374772,478965.017241
2024-10-09,"TSLA",-0.0113608399639077,478965.017241
2024-10-10,"TSLA",-0.0125718539349076,478234.794118
2024-10-11,"TSLA",-0.0105846545223276,478234.794118
2024-10-14,"TSLA",-0.00440648707581881,477499.5
2024-10-15,"TSLA",-0.00199990909504111,477178.987179
2024-10-16,"TSLA",-0.00031616982836491,476521.23913
2024-10-17,"TSLA",-0.00315898731892239,476976.244186
2024-10-18,"TSLA",-4.53083231390927e-05,476976.244186
2024-10-21,"TSLA",-0.00022841480127922,476666.166667
2024-10-22,"TSLA",0.00303713588882237,486470.088235
2024-10-23,"TSLA",-0.0160046056419113,475945.445946
2024-10-24,"TSLA",0.0645741376491744,483938.893939
2024-10-25,"TSLA",0.0514823639701574,489999.5
2024-10-28,"TSLA",-0.0277407407407407,502098.265432
2024-10-29,"TSLA",-0.0188650712638464,502098.265432
2024-10-30,"TSLA",-0.00187958997810378,502098.265432
2024-10-31,"TSLA",-0.0315516105275399,502098.265432
2024-11-01,"TSLA",-0.0121526882317701,527691.807692
2024-11-04,"TSLA",-0.00703303892705265,517221.722222
2024-11-05,"TSLA",0.0165763726045121,529595.459596
2024-11-06,"TSLA",0.0135595601925034,529595.459596
2024-11-07,"TSLA",0.0277614316868013,529595.459596
2024-11-08,"TSLA",0.0738115932339374,514914.754237
2024-11-11,"TSLA",0.0106843777071903,514914.754237
2024-11-12,"TSLA",-0.0415767053743362,514914.754237
2024-11-13,"TSLA",-0.0167038856632425,514914.754237
2024-11-14,"TSLA",-0.0503829839177271,529595.459596
2024-11-15,"TSLA",0.0326818430627558,517221.722222
2024-11-18,"TSLA",-0.00584040149091658,547272.227272
2024-11-19,"TSLA",0.0304979747438647,517221.722222
2024-11-20,"TSLA",-0.00860869565217404,517221.722222
2024-11-21,"TSLA",-0.012128792065385,517221.722222
2024-11-22,"TSLA",0.0336426403975549,521612.403226
