"Value","Timestamp"
"481566.54","2024-01-26T14:00:00.000Z"
"481711.77259249997","2024-01-26T15:00:00.000Z"
"480876.685185","2024-01-26T18:00:00.000Z"
"480876.685185","2024-01-26T21:00:00.000Z"
"480988.4025645","2024-01-27T00:00:00.000Z"
"484911.43869700003","2024-01-27T15:00:00.000Z"
"485746.86","2024-01-27T18:00:00.000Z"
"485746.86","2024-01-27T21:00:00.000Z"
"485746.86","2024-01-28T00:00:00.000Z"
"485746.86","2024-01-28T03:00:00.000Z"
"485746.86","2024-01-28T15:00:00.000Z"
"485746.86","2024-01-28T17:00:00.000Z"
"485746.86","2024-01-28T20:00:00.000Z"
"485746.86","2024-01-28T21:00:00.000Z"
"485746.86","2024-01-29T04:00:00.000Z"
"485746.86","2024-01-29T13:00:00.000Z"
"485449.93","2024-01-29T15:00:00.000Z"
"484284.2866666666","2024-01-29T18:00:00.000Z"
"485153","2024-01-29T22:00:00.000Z"
"485127.18","2024-01-30T02:00:00.000Z"
"485127.18","2024-01-30T14:00:00.000Z"
"485127.18","2024-01-30T17:00:00.000Z"
"485127.18","2024-01-30T20:00:00.000Z"
"481679.653846","2024-01-30T23:00:00.000Z"
"482546.86","2024-01-31T00:00:00.000Z"
"482546.86","2024-01-31T03:00:00.000Z"
"482546.86","2024-01-31T14:00:00.000Z"
"482546.86","2024-01-31T17:00:00.000Z"
"482546.86","2024-01-31T19:00:00.000Z"
"482113.256923","2024-01-31T21:00:00.000Z"
"485211.681818","2024-02-01T00:00:00.000Z"
"485211.681818","2024-02-01T03:00:00.000Z"
"485211.681818","2024-02-01T14:00:00.000Z"
"485211.681818","2024-02-01T17:00:00.000Z"
"481679.653846","2024-02-01T18:00:00.000Z"
"481679.653846","2024-02-01T21:00:00.000Z"
"481679.653846","2024-02-02T00:00:00.000Z"
"481679.653846","2024-02-02T03:00:00.000Z"
"481679.653846","2024-02-02T15:00:00.000Z"
"481623.09692299995","2024-02-02T18:00:00.000Z"
"481566.54","2024-02-03T14:00:00.000Z"
"481566.54","2024-02-03T17:00:00.000Z"
"481566.54","2024-02-03T20:00:00.000Z"
"481566.54","2024-02-03T23:00:00.000Z"
"481566.54","2024-02-04T02:00:00.000Z"
"483441.934783","2024-02-04T03:00:00.000Z"
"483441.934783","2024-02-04T15:00:00.000Z"
"483441.934783","2024-02-04T18:00:00.000Z"
"483441.934783","2024-02-04T21:00:00.000Z"
"483441.934783","2024-02-05T00:00:00.000Z"
"483441.934783","2024-02-05T03:00:00.000Z"
"483441.934783","2024-02-05T15:00:00.000Z"
"483441.934783","2024-02-05T17:00:00.000Z"
"479968.981481","2024-02-05T19:00:00.000Z"
"479968.981481","2024-02-05T22:00:00.000Z"
"479968.981481","2024-02-06T01:00:00.000Z"
"479968.981481","2024-02-06T04:00:00.000Z"
"479968.981481","2024-02-06T14:00:00.000Z"
"479968.981481","2024-02-06T17:00:00.000Z"
"479968.981481","2024-02-06T19:00:00.000Z"
"479968.981481","2024-02-06T22:00:00.000Z"
"479968.981481","2024-02-07T01:00:00.000Z"
"479968.981481","2024-02-07T04:00:00.000Z"
"479968.981481","2024-02-07T13:00:00.000Z"
"475081.346154","2024-02-07T16:00:00.000Z"
"471116.63464733335","2024-02-07T18:00:00.000Z"
"471135.079365","2024-02-08T00:00:00.000Z"
"468483.038462","2024-02-08T16:00:00.000Z"
"467877.071429","2024-02-08T18:00:00.000Z"
"468168.833333","2024-02-08T23:00:00.000Z"
"468168.833333","2024-02-09T01:00:00.000Z"
"468168.833333","2024-02-09T03:00:00.000Z"
"468168.833333","2024-02-09T15:00:00.000Z"
"468483.038462","2024-02-09T17:00:00.000Z"
"468483.038462","2024-02-09T19:00:00.000Z"
"468483.038462","2024-02-09T22:00:00.000Z"
"468483.038462","2024-02-10T01:00:00.000Z"
"468483.038462","2024-02-10T04:00:00.000Z"
"468483.038462","2024-02-10T13:00:00.000Z"
"468483.038462","2024-02-10T16:00:00.000Z"
"468483.038462","2024-02-10T19:00:00.000Z"
"468483.038462","2024-02-10T22:00:00.000Z"
"468483.038462","2024-02-11T01:00:00.000Z"
"468483.038462","2024-02-11T04:00:00.000Z"
"468483.038462","2024-02-11T13:00:00.000Z"
"468483.038462","2024-02-11T16:00:00.000Z"
"468483.038462","2024-02-11T19:00:00.000Z"
"468483.038462","2024-02-11T22:00:00.000Z"
"468483.038462","2024-02-12T01:00:00.000Z"
"468483.038462","2024-02-12T04:00:00.000Z"
"468483.038462","2024-02-12T13:00:00.000Z"
"468483.038462","2024-02-12T16:00:00.000Z"
"468483.038462","2024-02-12T19:00:00.000Z"
"468483.038462","2024-02-12T22:00:00.000Z"
"468483.038462","2024-02-13T01:00:00.000Z"
"468483.038462","2024-02-13T04:00:00.000Z"
"468483.038462","2024-02-13T13:00:00.000Z"
"468822.38","2024-02-13T15:00:00.000Z"
"468822.38","2024-02-13T18:00:00.000Z"
"468822.38","2024-02-13T21:00:00.000Z"
