"Value","Timestamp"
"7.64","2024-05-06T13:00:00.000Z"
"7.64","2024-05-06T17:00:00.000Z"
"7.64","2024-05-06T21:00:00.000Z"
"7.64","2024-05-07T01:00:00.000Z"
"7.64","2024-05-07T13:00:00.000Z"
"7.64","2024-05-07T17:00:00.000Z"
"7.64","2024-05-07T21:00:00.000Z"
"7.64","2024-05-08T01:00:00.000Z"
"7.64","2024-05-08T13:00:00.000Z"
"7.64","2024-05-08T17:00:00.000Z"
"7.64","2024-05-08T21:00:00.000Z"
"7.64","2024-05-09T01:00:00.000Z"
"7.795455","2024-05-09T02:00:00.000Z"
"7.795455","2024-05-09T14:00:00.000Z"
"7.795455","2024-05-09T18:00:00.000Z"
"7.795455","2024-05-09T19:00:00.000Z"
"7.795455","2024-05-09T23:00:00.000Z"
"7.795455","2024-05-10T03:00:00.000Z"
"7.795455","2024-05-10T15:00:00.000Z"
"7.795455","2024-05-10T18:00:00.000Z"
"7.795455","2024-05-10T22:00:00.000Z"
"7.795455","2024-05-11T02:00:00.000Z"
"7.795455","2024-05-11T14:00:00.000Z"
"7.795455","2024-05-11T16:00:00.000Z"
"7.795455","2024-05-11T20:00:00.000Z"
"7.795455","2024-05-12T00:00:00.000Z"
"7.795455","2024-05-12T04:00:00.000Z"
"7.795455","2024-05-12T16:00:00.000Z"
"7.795455","2024-05-12T20:00:00.000Z"
"7.795455","2024-05-13T00:00:00.000Z"
"7.795455","2024-05-13T04:00:00.000Z"
"7.795455","2024-05-13T16:00:00.000Z"
"7.795455","2024-05-13T20:00:00.000Z"
"7.712766","2024-05-13T21:00:00.000Z"
"7.825581","2024-05-15T02:00:00.000Z"
"7.825581","2024-05-15T14:00:00.000Z"
"7.825581","2024-05-15T18:00:00.000Z"
"7.825581","2024-05-15T22:00:00.000Z"
"7.825581","2024-05-16T00:00:00.000Z"
"7.825581","2024-05-16T04:00:00.000Z"
"7.825581","2024-05-16T16:00:00.000Z"
"7.713315","2024-05-17T21:00:00.000Z"
"7.73913","2024-05-18T15:00:00.000Z"
"7.73913","2024-05-18T19:00:00.000Z"
"7.73913","2024-05-18T21:00:00.000Z"
"7.73913","2024-05-19T01:00:00.000Z"
"7.73913","2024-05-19T13:00:00.000Z"
"7.7","2024-05-19T15:00:00.000Z"
"7.73913","2024-05-19T16:00:00.000Z"
"7.73913","2024-05-20T18:00:00.000Z"
"7.73913","2024-05-20T22:00:00.000Z"
"7.73913","2024-05-21T02:00:00.000Z"
"7.73913","2024-05-21T14:00:00.000Z"
"7.73913","2024-05-21T17:00:00.000Z"
"7.73913","2024-05-21T21:00:00.000Z"
"7.73913","2024-05-22T01:00:00.000Z"
"7.73913","2024-05-22T13:00:00.000Z"
"7.73913","2024-05-22T17:00:00.000Z"
"7.857143","2024-05-22T20:00:00.000Z"
"7.73913","2024-05-27T17:00:00.000Z"
