"date","ticker","returns","pred_daily"
2024-01-02,"NFLX",-0.0303920858470358,NA
2024-01-03,"NFLX",0.00629119233073694,NA
2024-01-04,"NFLX",0.0035730897712376,NA
2024-01-05,"NFLX",-0.00512067156348373,NA
2024-01-08,"NFLX",0.0235075650467407,NA
2024-01-09,"NFLX",0.0137951338506508,NA
2024-01-10,"NFLX",-0.00678986710963458,NA
2024-01-11,"NFLX",-0.000629390506354799,NA
2024-01-12,"NFLX",-0.0166829833569758,NA
2024-01-16,"NFLX",-0.0178775510204081,NA
2024-01-17,"NFLX",-0.00860681114551087,NA
2024-01-18,"NFLX",0.0109993125429662,NA
2024-01-19,"NFLX",-0.00418573961812863,NA
2024-01-22,"NFLX",-0.00377397190031803,NA
2024-01-23,"NFLX",0.000386178861788711,NA
2024-01-24,"NFLX",0.0132403533240353,NA
2024-01-25,"NFLX",0.0182081710299846,NA
2024-01-26,"NFLX",0.0153254659048434,NA
2024-01-29,"NFLX",0.00777106852192166,NA
2024-01-30,"NFLX",-0.00787915109638304,NA
2024-01-31,"NFLX",0.00223860708892243,NA
2024-02-01,"NFLX",0.00086416704878145,NA
2024-02-02,"NFLX",0.000212569970948762,NA
2024-02-05,"NFLX",-0.000728927765036524,NA
2024-02-06,"NFLX",-0.014606821243707,NA
2024-02-07,"NFLX",0.00204242511107933,NA
2024-02-08,"NFLX",-0.00360360360360357,NA
2024-02-09,"NFLX",-0.00651327433628313,NA
2024-02-12,"NFLX",-0.00447926333071591,NA
2024-02-13,"NFLX",0.0067538126361657,NA
2024-02-14,"NFLX",0.0212777209745092,NA
2024-02-15,"NFLX",0.019848430169614,5.092593
2024-02-16,"NFLX",-0.0217773682888014,5.0841274
2024-02-20,"NFLX",-0.00870419524974997,5.08134916666667
2024-02-21,"NFLX",-0.00027898380150293,4.95734108333333
2024-02-22,"NFLX",0.0098155298155298,4.833333
2024-02-23,"NFLX",-0.00484311050477493,4.833333
2024-02-26,"NFLX",0.007008705188841,4.87037
2024-02-27,"NFLX",0.0112100840336133,4.87037
2024-02-28,"NFLX",0.00115812618540101,4.87037
2024-02-29,"NFLX",-0.00220107571369477,4.87037
2024-03-01,"NFLX",0.0325603107650758,4.93484966666667
2024-03-04,"NFLX",-0.00921873994465527,4.807692
2024-03-05,"NFLX",-0.0190132765120472,4.807692
2024-03-06,"NFLX",-0.00878953216471245,4.807692
2024-03-07,"NFLX",0.0153001635131977,4.9265645
2024-03-08,"NFLX",-0.00567182336791217,4.982759
2024-03-11,"NFLX",-0.0117583212735168,4.87037
2024-03-12,"NFLX",0.0181103280518484,5.04012333333333
2024-03-13,"NFLX",-0.00639092228182003,5.23635083333333
2024-03-14,"NFLX",-0.00323577235772354,5.32758642857143
2024-03-15,"NFLX",-0.0273550375650163,5.5
2024-03-18,"NFLX",0.00787209074907103,5.685185
2024-03-19,"NFLX",0.00831681881680257,5.685185
2024-03-20,"NFLX",0.0124848778127269,5.685185
2024-03-21,"NFLX",-0.0125901847300404,5.685185
2024-03-22,"NFLX",0.0061682901820046,5.685185
2024-03-25,"NFLX",-0.000700748526835437,5.833333
2024-03-26,"NFLX",0.00646193218170188,5.833333
2024-03-27,"NFLX",-0.0246101015882101,5.833333
2024-03-28,"NFLX",-0.0124554870810907,5.833333
2024-04-01,"NFLX",0.0103782894736841,5.67462233333333
2024-04-02,"NFLX",0.00525368248772518,5.5953216
2024-04-03,"NFLX",0.028290724526516,5.613144
2024-04-04,"NFLX",-0.0253786263640815,5.4501588
2024-04-05,"NFLX",0.018018306343212,5.426829
2024-04-08,"NFLX",-0.0125394805072362,5.555556
2024-04-09,"NFLX",-0.0218199655057832,5.426829
2024-04-10,"NFLX",0.0124556033847816,5.5084833
2024-04-11,"NFLX",0.00698247974119992,5.4525744
2024-04-12,"NFLX",-0.00859557805262401,5.555556
2024-04-15,"NFLX",-0.0365298252852405,5.5650721
2024-04-16,"NFLX",0.0164938271604937,5.66387819047619
2024-04-17,"NFLX",-0.0117235937323864,5.76268428095238
2024-04-18,"NFLX",-0.002515928769809,5.86149037142857
2024-04-19,"NFLX",-0.0226104106501374,5.96029646190476
2024-04-22,"NFLX",0.00715505030327246,6.25671473333333
2024-04-23,"NFLX",0.0382037413071215,6.35552082380952
2024-04-24,"NFLX",-0.0334140098553045,6.45432691428571
2024-04-25,"NFLX",0.0279183198048991,6.5531330047619
2024-04-26,"NFLX",0.00541015030185776,6.6519390952381
2024-04-29,"NFLX",0.000554383203977382,6.94835736666667
2024-04-30,"NFLX",-0.0167142857142858,7.04716345714286
2024-05-01,"NFLX",0.00706410630841114,7.14596954761905
2024-05-02,"NFLX",0.0164202726520628,7.24477563809524
2024-05-03,"NFLX",0.0235689045936396,7.34358172857143
2024-05-06,"NFLX",0.026038981128184,7.64
2024-05-07,"NFLX",0.0163010666130006,7.64
2024-05-08,"NFLX",0.0130312650632449,7.64
2024-05-09,"NFLX",-0.00375976562499991,7.76954583333333
2024-05-10,"NFLX",-0.0131340872374798,7.795455
2024-05-13,"NFLX",0.00372782028324936,7.7789172
2024-05-14,"NFLX",-0.00245460604385783,7.8022491
2024-05-15,"NFLX",-0.0081639911408572,7.825581
2024-05-16,"NFLX",-0.00849370686155093,7.825581
2024-05-17,"NFLX",0.00664505672609406,7.713315
2024-05-20,"NFLX",0.0329142488716958,7.73913
2024-05-21,"NFLX",0.0217507381116904,7.73913
2024-05-22,"NFLX",-0.0103068887721358,7.76863325
2024-05-23,"NFLX",-0.0103839088333283,7.7627326
2024-05-24,"NFLX",0.0114951517047233,7.75683195
2024-05-28,"NFLX",0.0030136774592382,7.73913
2024-05-29,"NFLX",0.0162855324235791,7.73913
2024-05-30,"NFLX",-0.00896682580487207,7.73913
2024-05-31,"NFLX",-0.0037111224980978,7.696182
2024-06-03,"NFLX",-0.017707275869284,7.4851395
2024-06-04,"NFLX",-0.00340812269241686,7.576923
2024-06-05,"NFLX",0.0256301063057949,7.576923
2024-06-06,"NFLX",0.00562886693854758,7.576923
2024-06-07,"NFLX",-0.0121808494256059,7.576923
2024-06-10,"NFLX",0.00544453284660151,7.576923
2024-06-11,"NFLX",0.0122206267948557,7.55673075
2024-06-12,"NFLX",-0.00329648426120432,7.576923
2024-06-13,"NFLX",0.0143788819875776,7.576923
2024-06-14,"NFLX",0.0218761926570492,7.576923
2024-06-17,"NFLX",0.0100431917024106,7.576923
2024-06-18,"NFLX",0.0148602045498276,7.5568872
2024-06-20,"NFLX",-0.00406277500733354,7.476744
2024-06-21,"NFLX",0.00418581506308002,7.476744
2024-06-24,"NFLX",-0.0233284671532847,7.476744
2024-06-25,"NFLX",-0.00152946067949644,7.476744
2024-06-26,"NFLX",0.00785235198762679,7.476744
2024-06-27,"NFLX",0.00734525649517925,7.5368514
2024-06-28,"NFLX",-0.00606774668630339,7.576923
2024-07-01,"NFLX",-0.0018966053727274,7.576923
2024-07-02,"NFLX",0.00896754461501925,7.576923
2024-07-03,"NFLX",0.00742457341914138,7.576923
2024-07-05,"NFLX",0.0119265651785321,8.0545456
2024-07-08,"NFLX",-0.00183406113537121,7.90625
2024-07-09,"NFLX",-0.00617391304347825,7.642105125
2024-07-10,"NFLX",-0.0107588099617529,7.88870975
2024-07-11,"NFLX",-0.0293463794731481,7.666667
2024-07-12,"NFLX",-0.00788969743393331,7.7419358
